,dataset,class_size,classifier,kfold_type,F1,Precision,Recall,AUC,FPR,FNR
0,good_banker_API_sr,4059.0,RF,Stratified,0.9217306757413709,0.9518072289156626,0.8934967012252591,0.9853876822688579,0.016010673782521682,0.10650329877474081
