,dataset,class_size,classifier,kfold_type,F1,Precision,Recall,AUC,FPR,FNR
0,good_banker_API_sr,4059.0,DT,Stratified,0.8965835641735918,0.8787330316742081,0.9151743638077285,0.9352389497490945,0.04469646430953969,0.08482563619227144
